"CERT","CHCLASS1","CITYST","COST","FAILDATE","FIN","ID","NAME","QBFASSET","QBFDEP","RESTYPE","RESTYPE1","SAVR"
28957,"SL","BAY CITY, TX",255814,"9/9/1988","1804","1919","BAY CITY FS&LA",157930,163007,"ASSISTANCE","A/A","FSLIC"
30979,"SL","RICHMOND, TX",86621,"9/9/1988","1804","1920","GULF COAST SAVINGS ASSOCIATION",59914,72296,"ASSISTANCE","A/A","FSLIC"
16582,"NM","SYLVIA, KS",1481,"9/8/1988","2915","1918","THE SYLVIA STATE BANK",5894,5334,"FAILURE","PA","FDIC"
28559,"SL","STOCKTON, CA",5369617,"9/7/1988","1776","1916","AMERICAN S&LA",30162228,15411331,"ASSISTANCE","A/A","FSLIC"
28910,"SB","ROGERS, AR",21750,"9/7/1988","1746","1917","FIRST FEDERAL SB",122899,135472,"ASSISTANCE","A/A","FSLIC"
31202,"SL","GADSDEN, AL",13121,"9/6/1988","1748","1915","COOSA FS&LA",72057,76164,"ASSISTANCE","A/A","FSLIC"
5798,"NM","MINGO, IA",775,"9/1/1988","2914","1903","MINGO TRUST & SAVINGS BANK",12060,11419,"FAILURE","PA","FDIC"
12312,"NM","SAN AUGUSTINE, TX",1741,"9/1/1988","5944","1904","COMMERCIAL STATE BANK",25607,26129,"FAILURE","IDT","FDIC"
14483,"NM","PISGAH, IA",2976,"9/1/1988","5945","1905","PISGAH SAVINGS BANK",9672,9315,"FAILURE","IDT","FDIC"
20087,"NM","CAMDEN COUNTY, MO",546,"9/1/1988","2913","1906","LAKELAND STATE BANK",9264,9199,"FAILURE","PA","FDIC"
20184,"NM","MUSKOGEE, OK",10822,"9/1/1988","2910","1907","AMERICAN BANK OF MUSKOGEE",28571,29844,"FAILURE","PA","FDIC"
25101,"N","HARRIS COUNTY, TX",2835,"9/1/1988","2912","1908","FIRST NATIONAL BANK OF ATASCOCITA",9362,10771,"FAILURE","PA","FDIC"
25699,"N","ARLINGTON, TX",6209,"9/1/1988","2911","1909","PIONEER NATIONAL BANK",20289,22550,"FAILURE","PA","FDIC"
28020,"SL","INDIANAPOLIS, IN",44834,"9/1/1988","1752","1910","ARSENAL SA",158346,178689,"ASSISTANCE","A/A","FSLIC"
28547,"SL","BERWYN, IL",3722,"9/1/1988","1747","1911","FIDELITY FS&LA",37141,39463,"ASSISTANCE","A/A","FSLIC"
29779,"SL","FRANKTON, IN",2997,"9/1/1988","1753","1912","FRANKTON FS&LA",30550,33065,"ASSISTANCE","A/A","FSLIC"
30834,"SL","JACKSONVILLE, FL",125,"9/1/1988","1745","1913","CITIZENS FS&LA",57944,64557,"ASSISTANCE","A/A","FSLIC"
31533,"SL","TIPTON, IN",6896,"9/1/1988","1755","1914","UNITED SA OF CENTRAL INDIANA",57345,65067,"ASSISTANCE","A/A","FSLIC"
28245,"SL","OKLAHOMA CITY, OK",77097,"8/31/1988","1816","1891","MUTUAL FS&LA",173026,198967,"ASSISTANCE","A/A","FSLIC"
28357,"SL","BARTLESVILLE, OK",84081,"8/31/1988","1800","1892","HOME S&LA",173454,205081,"FAILURE","MGR","FSLIC"
28648,"SL","ELK CITY, OK",95013,"8/31/1988","1801","1893","FIRST FS&LA",106744,133016,"FAILURE","MGR","FSLIC"
28661,"SL","TULSA, OK",117861,"8/31/1988","1814","1894","MIDAMERICA FS&LA",482515,391585,"ASSISTANCE","A/A","FSLIC"
28734,"SL","ARDMORE, OK",8109,"8/31/1988","1801","1895","PEOPLES FS&LA",49904,46844,"FAILURE","MGR","FSLIC"
28737,"SL","KINGFISHER, OK",50255,"8/31/1988","1802","1896","KINGFISHER FS&LA",124441,127635,"FAILURE","MGR","FSLIC"
29013,"SB","LAWTON, OK",93912,"8/31/1988","1801","1897","HOME SAVINGS BANK, FA",264146,211547,"FAILURE","MGR","FSLIC"
29573,"SB","OKLAHOMA CITY, OK",35552,"8/31/1988","1816","1898","CAPITOL FSB",117377,112369,"ASSISTANCE","A/A","FSLIC"
29625,"SL","MUSKOGEE, OK",142405,"8/31/1988","1800","1899","PHOENIX FS&LA",419405,382716,"FAILURE","MGR","FSLIC"
30146,"SL","PONCA CITY, OK",382313,"8/31/1988","6000","1900","FRONTIER SAVINGS & LOAN",1030832,826792,"FAILURE","PA","FSLIC"
31988,"SL","ELK CITY, OK",82679,"8/31/1988","1801","1901","HERITAGE S&LA",80818,90205,"FAILURE","MGR","FSLIC"
32077,"SB","TULSA, OK",25201,"8/31/1988","1814","1902","FIRST OKLAHOMA SAVINGS BANK",37322,44404,"ASSISTANCE","A/A","FSLIC"
17163,"NM","BIWABIK, MN",451,"8/26/1988","2899","1881","BIWABIK STATE BANK",3238,3227,"FAILURE","PA","FDIC"
27854,"SB","STILLWATER, MN",165268,"8/26/1988","1741","1882","WASHINGTON FSB OF STILLWATER",295753,319359,"ASSISTANCE","A/A","FSLIC"
29500,"SL","MASON CITY, IA",141233,"8/26/1988","1741","1883","PIONEER FS&LA IN MASON CITY",314016,310042,"ASSISTANCE","A/A","FSLIC"
30200,"SL","BRAINERD, MN",54434,"8/26/1988","1741","1884","FIRST FS&LA OF BRAINERD",86617,104175,"ASSISTANCE","A/A","FSLIC"
30533,"SL","HIBBING, MN",32226,"8/26/1988","1741","1885","FIRST FS&LA OF HIBBING",47252,67222,"ASSISTANCE","A/A","FSLIC"
30868,"SL","GRAND RAPIDS, MN",44577,"8/26/1988","1741","1886","FIRST FS&LA OF GRAND RAPIDS",105887,96938,"ASSISTANCE","A/A","FSLIC"
31295,"SL","OWANTONNA, MN",35510,"8/26/1988","1741","1887","PEOPLES S&LA",210759,203719,"ASSISTANCE","A/A","FSLIC"
31296,"SL","BOISE, ID",2460,"8/26/1988","1742","1888","NORTHWEST FS&LA",26686,25102,"ASSISTANCE","A/A","FSLIC"
31822,"SL","HAYWARD, CA",45660,"8/26/1988","1743","1889","HOMESTATE S&LA",182052,222291,"ASSISTANCE","A/A","FSLIC"
31881,"SB","KNOXVILLE, TN",21200,"8/26/1988","1744","1890","COMMERCE FSB",40107,50776,"ASSISTANCE","A/A","FSLIC"
22845,"NM","BOSSIER CITY, LA",6800,"8/25/1988","2896","1878","BANK OF THE MID-SOUTH",41788,41110,"FAILURE","PA","FDIC"
25143,"N","AUSTIN, TX",5040,"8/25/1988","2897","1879","BANCFIRST-WESTLAKE, N.A.",14956,16307,"FAILURE","PA","FDIC"
25760,"N","DALLAS, TX",17773,"8/25/1988","2898","1880","HIGHLAND PARK NATIONAL BANK",26301,31196,"FAILURE","PA","FDIC"
497,"NM","BRITTON, SD",229,"8/19/1988","5943","1871","MARSHALL COUNTY BANK",10737,9411,"FAILURE","IDT","FDIC"
28412,"SL","SAN ANTONIO, TX",97813,"8/19/1988","1798","1872","FEDERATED S&LA",150067,158079,"FAILURE","MGR","FSLIC"
30263,"SL","DALLAS, TX",163249,"8/19/1988","1798","1873","MULTIBANC SAVINGS ASSOCIATION",190745,222964,"FAILURE","MGR","FSLIC"
30773,"SL","DALLAS, TX",3787923,"8/19/1988","1798","1874","SUNBELT SAVINGS ASSOCIATION OF TEXAS",2214129,3255324,"FAILURE","MGR","FSLIC"
31641,"SL","DALLAS, TX",325242,"8/19/1988","1798","1875","SUMMIT SAVINGS ASSOCIATION",185901,320801,"ASSISTANCE","A/A","FSLIC"
31684,"SL","TEXARKANA, TX",48114,"8/19/1988","1798","1876","TEXANA S&LA",78057,75516,"FAILURE","MGR","FSLIC"
31892,"SL","IRVING, TX",199999,"8/19/1988","1798","1877","FIRST CITY SAVINGS ASSOCIATION",227003,258514,"FAILURE","MGR","FSLIC"
18506,"NM","MAUD, OK",2464,"8/18/1988","2895","1858","CITIZENS STATE BANK",11052,10811,"FAILURE","PA","FDIC"
24194,"N","HARLINGEN, TX",11086,"8/18/1988","2894","1859","TOWN & COUNTRY NATIONAL BANK",29583,30759,"FAILURE","PA","FDIC"
25811,"N","AUSTIN, TX",12107,"8/18/1988","2893","1860","FIRST NATIONAL BANK AUSTIN",25972,27175,"FAILURE","PA","FDIC"
28869,"SL","GLADEWATER, TX",22709,"8/18/1988","1797","1861","GLADEWATER FS&LA",24873,35849,"ASSISTANCE","A/A","FSLIC"
29390,"SL","COMMERCE, TX",9877,"8/18/1988","1797","1862","COMMERCE FS&LA",29533,32710,"ASSISTANCE","A/A","FSLIC"
30520,"SL","IRVING, TX",116964,"8/18/1988","1797","1863","IRVING S&LA",53054,105877,"ASSISTANCE","A/A","FSLIC"
30828,"SL","MCKINNEY, TX",226270,"8/18/1988","1797","1864","MAJESTIC SAVINGS ASSOCIATION",283491,333007,"ASSISTANCE","A/A","FSLIC"
30978,"SL","DALLAS, TX",487468,"8/18/1988","1797","1865","RICHARDSON SAVINGS ASSOCIATION",706150,747388,"ASSISTANCE","A/A","FSLIC"
31580,"SL","LONGVIEW, TX",102369,"8/18/1988","1797","1866","LONGVIEW S&LA",145595,158898,"ASSISTANCE","A/A","FSLIC"
31750,"SL","PARIS, TX",464485,"8/18/1988","1797","1867","PARIS S&LA",254076,401083,"ASSISTANCE","A/A","FSLIC"
31967,"SL","DALLAS, TX",40782,"8/18/1988","1797","1868","AMERICAN BANC SAVINGS ASSOCIAT",62839,62342,"ASSISTANCE","A/A","FSLIC"
31985,"SL","LONGVIEW, TX",21346,"8/18/1988","1797","1869","SOUTHLAND SAVINGS ASSOCIATION",31530,34451,"ASSISTANCE","A/A","FSLIC"
32124,"SL","DALLAS, TX",61321,"8/18/1988","1797","1870","SKYLINE SAVINGS ASSOCIATION",118198,116479,"ASSISTANCE","A/A","FSLIC"
16077,"NM","GALENA PARK, TX",7195,"8/11/1988","2890","1852","GALENA PARK STATE BANK",24849,28927,"FAILURE","PA","FDIC"
21508,"NM","BALCH SPRINGS, TX",5153,"8/11/1988","2891","1853","FIRST BANK",46240,46060,"FAILURE","PA","FDIC"
25017,"N","HOUSTON, TX",6668,"8/11/1988","2892","1854","WEST HOUSTON NATIONAL BANK",26448,26732,"FAILURE","PA","FDIC"
28127,"SL","EVERGREEN PARK, IL",35165,"8/11/1988","1739","1855","CAPITOL FS&LA",229108,219651,"ASSISTANCE","A/A","FSLIC"
29050,"SB","SHENADOAH, IA",2152,"8/11/1988","1740","1856","FIRST FEDERAL SAVINGS BANK",20663,22676,"ASSISTANCE","A/A","FSLIC"
29944,"SL","COUNCIL BLUFFS, IA",11727,"8/11/1988","1740","1857","WESTERN FS&LA",23915,39121,"ASSISTANCE","A/A","FSLIC"
29848,"SL","TAYLORVILLE, IL",2765,"8/10/1988","1738","1851","FIRST FS&LA OF TAYLORVILLE",34604,37588,"ASSISTANCE","A/A","FSLIC"
17439,"NM","CASEY, IA",160,"8/9/1988","1959","1850","SECURITY STATE BANK",15355,15225,"ASSISTANCE","A/A","FDIC"
13644,"NM","ELMO, MO",2617,"8/4/1988","2889","1849","FARMERS & MERCHANTS BANK OF ELMO",9189,8826,"FAILURE","PA","FDIC"
24139,"NM","ANCHORAGE, AK",20536,"8/3/1988","2888","1848","ALASKA CONTINENTAL BANK",51496,52254,"FAILURE","PA","FDIC"
26723,"NM","NEWARK, DE",249,"8/2/1988","2886","1846","FIRST REPUBLICBANK DELAWARE",582350,164867,"FAILURE","PA","FDIC"
28310,"SL","LONGVIEW, WA",13626,"8/2/1988","1737","1847","FIRST OF LONGVIEW",78095,76320,"ASSISTANCE","A/A","FSLIC"
1181,"NM","CLIFTON, TX",22951,"7/29/1988","2855","1804","FIRST REPUBLICBANK-CLIFTON",82273,76899,"FAILURE","PA","FDIC"
1188,"NM","FORNEY, TX",16394,"7/29/1988","2861","1805","FIRST REPUBLICBANK-FORNEY",54599,50879,"FAILURE","PA","FDIC"
1717,"N","TEMPLE, TX",13935,"7/29/1988","2880","1806","FIRST REPUBLICBANK-TEMPLE, N.A.",163642,150365,"FAILURE","PA","FDIC"
3065,"N","ABILENE, TX",52255,"7/29/1988","2852","1807","FIRST REPUBLICBANK-ABILENE, N.A.",218162,201164,"FAILURE","PA","FDIC"
3084,"N","AUSTIN, TX",45903,"7/29/1988","2848","1808","FIRST REPUBLICBANK- AUSTIN, N.A.",1688329,1314891,"FAILURE","PA","FDIC"
3118,"N","BROWNWOOD, TX",28484,"7/29/1988","2853","1809","FIRST REPUBLICBANK-BROWNWOOD, N.A.",126695,118839,"FAILURE","PA","FDIC"
3147,"N","CONROE, TX",48771,"7/29/1988","2856","1810","FIRST REPUBLICBANK-CONROE, N.A.",207680,200637,"FAILURE","PA","FDIC"
3153,"N","CORSICANA, TX",15984,"7/29/1988","2857","1811","FIRST REPUBLICBANK-CORSICANA, N.A.",200642,186918,"FAILURE","PA","FDIC"
3165,"N","DALLAS, TX",2017459,"7/29/1988","2846","1812","FIRST REPUBLICBANK-DALLAS, N.A.",17085655,7680063,"FAILURE","PA","FDIC"
3173,"N","DENISON, TX",29099,"7/29/1988","2858","1813","FIRST REPUBLICBANK-DENISON, N.A.",143514,136310,"FAILURE","PA","FDIC"
3189,"N","ENNIS, TX",21312,"7/29/1988","2860","1814","FIRST REPUBLICBANK-ENNIS, N.A.",96091,90622,"FAILURE","PA","FDIC"
3200,"N","FT. WORTH, TX",155126,"7/29/1988","2849","1815","FIRST REPUBLICBANK-FT. WORTH, N.A.",1956560,1568528,"FAILURE","PA","FDIC"
3209,"N","GALVESTON, TX",13935,"7/29/1988","2863","1816","FIRST REPUBLICBANK-GALVESTON, N.A.",257165,242631,"FAILURE","PA","FDIC"
3234,"N","GREENVILLE, TX",16189,"7/29/1988","2864","1817","FIRST REPUBLICBANK-GREENVILLE, N.A.",85852,79582,"FAILURE","PA","FDIC"
3246,"N","HARLINGEN, TX",47337,"7/29/1988","2865","1818","FIRST REPUBLICBANK-HARLINGEN, N.A.",213556,193137,"FAILURE","PA","FDIC"
3249,"N","HENDERSON, TX",36886,"7/29/1988","2866","1819","FIRST REPUBLICBANK-HENDERSON, N.A.",128870,119410,"FAILURE","PA","FDIC"
3262,"N","HOUSTON, TX",551446,"7/29/1988","2847","1820","FIRST REPUBLICBANK-HOUSTON, N.A.",2712008,2275270,"FAILURE","PA","FDIC"
3315,"N","LUBBUCK, TX",1639,"7/29/1988","2869","1821","FIRST REPUBLICBANK-LUBBOCK, N.A.",528101,475829,"FAILURE","PA","FDIC"
3349,"N","MINERAL WELLS, TX",53075,"7/29/1988","2873","1822","FIRST REPUBLICBANK-MINERAL WELLS",174415,168305,"FAILURE","PA","FDIC"
3354,"N","MT. PLEASANT, TX",32788,"7/29/1988","2874","1823","FIRST REPUBLICBANK-MT. PLEASANT",148141,137048,"FAILURE","PA","FDIC"
3369,"N","ODESSA, TX",38116,"7/29/1988","2875","1824","FIRST REPUBLICBANK-ODESSA, N.A.",174996,165964,"FAILURE","PA","FDIC"
3391,"N","PLANO, TX",37501,"7/29/1988","2877","1825","FIRST REPUBLICBANK-PLANO, N.A.",199707,182873,"FAILURE","PA","FDIC"
3408,"N","RICHMOND, TX",29304,"7/29/1988","2878","1826","FIRST REPUBLICBANK-RICHMOND, N.A",99889,92479,"FAILURE","PA","FDIC"
5513,"N","FT. SAM HOUSTON, TX",96928,"7/29/1988","2862","1827","NATIONAL BANK OF FT. SAM HOUSTON",634806,501900,"FAILURE","PA","FDIC"
5537,"N","STEPHENVILLE, TX",19673,"7/29/1988","2879","1828","FIRST REPUBLICBANK-STEPHENVILLE",124191,116809,"FAILURE","PA","FDIC"
5563,"N","TYLER, TX",67624,"7/29/1988","2881","1829","FIRST REPUBLICBANK-TYLER, N.A.",610442,536496,"FAILURE","PA","FDIC"
5572,"N","WACO, TX",59018,"7/29/1988","2883","1830","FIRST REPUBLICBANK-WACO, N.A.",716274,591858,"FAILURE","PA","FDIC"
5586,"N","WICHITA FALLS, TX",42419,"7/29/1988","2885","1831","FIRST REPUBLICBANK-WICHITA FALLS",304233,270730,"FAILURE","PA","FDIC"
9018,"NM","LUFKIN, TX",21517,"7/29/1988","2870","1832","FIRST REPUBLICBANK-LUFKIN",224868,192393,"FAILURE","PA","FDIC"
13743,"N","CLEBURNE, TX",14549,"7/29/1988","2854","1833","FIRST REPUBLICBANK-CLEBURNE, N.A",118351,110894,"FAILURE","PA","FDIC"
14819,"N","SAN ANTONIO, TX",57378,"7/29/1988","2850","1834","FIRST REPUBLICBANK-SAN ANTONIO",797201,726755,"FAILURE","PA","FDIC"
14950,"NM","HILLSBORO, TX",20902,"7/29/1988","2867","1835","FIRST REPUBLICBANK-HILLSBORO, N.A.",68086,63008,"FAILURE","PA","FDIC"
15643,"NM","MALAKOFF, TX",16599,"7/29/1988","2871","1836","FIRST REPUBLICBANK-MALAKOFF, N.A",49588,47271,"FAILURE","PA","FDIC"
17422,"NM","BEAUMONT, TX",46927,"7/29/1988","2868","1837","FIRST REPUBLICBANK-JEFFERSON COUNTY",240727,223894,"FAILURE","PA","FDIC"
17492,"NM","VICTORIA, TX",21517,"7/29/1988","2882","1838","FIRST REPUBLICBANK-VICTORIA",175166,163033,"FAILURE","PA","FDIC"
18832,"NM","COLLEGE STATION, TX",11681,"7/29/1988","2851","1839","FIRST REPUBLICBANK-A&M",101039,95773,"FAILURE","PA","FDIC"
18932,"NM","PARIS, TX",20492,"7/29/1988","2876","1840","FIRST REPUBLICBANK-PARIS",79339,74097,"FAILURE","PA","FDIC"
22118,"N","EL PASO, TX",35042,"7/29/1988","2859","1841","FIRST REPUBLICBANK-EL PASO, N.A.",217709,208191,"FAILURE","PA","FDIC"
22921,"N","AUSTIN, TX",14549,"7/29/1988","2884","1842","FIRST REPUBLICBANK-WILLIAMSON CN",43993,42024,"FAILURE","PA","FDIC"
24782,"N","MIDLAND, TX",72747,"7/29/1988","2872","1843","FIRST REPUBLICBANK-MIDLAND, N.A.",659374,574547,"FAILURE","PA","FDIC"
26315,"NM","WESTLAKE VILLAGE, CA",7745,"7/29/1988","5942","1844","WESTLAKE THRIFT & LOAN ASSOCIATION",55152,51232,"FAILURE","IDT","FDIC"
28575,"SL","ANADARKO, OK",102446,"7/29/1988","7580","1845","AMERICAN OF ANADARKO",65139,144455,"FAILURE","IDT","FSLIC"
11146,"NM","WEST COLUMBIA, TX",23327,"7/28/1988","5941","1799","FIRST CAPITOL BANK",50022,46262,"FAILURE","IDT","FDIC"
25791,"N","SHREVEPORT, LA",2932,"7/28/1988","2845","1800","NATIONAL FIDELITY BANK OF SHREVEPORT",10506,10614,"FAILURE","PA","FDIC"
29707,"SL","GALVA, IL",2836,"7/28/1988","1735","1801","GALVA FS&LA",12784,13675,"ASSISTANCE","A/A","FSLIC"
30302,"SL","PEORIA, IL",28956,"7/28/1988","1735","1802","HOME FS&LA",115080,126258,"ASSISTANCE","A/A","FSLIC"
31388,"SL","CANTON, IL",11766,"7/28/1988","1735","1803","MUTUAL FS&LA",30369,38146,"ASSISTANCE","A/A","FSLIC"
4040,"NM","BARTLESVILLE, OK",33125,"7/21/1988","2843","1795","UNION BANK & TRUST",115430,128969,"FAILURE","PA","FDIC"
5096,"N","BLOOMING PRAIRIE, MN",2103,"7/21/1988","2844","1796","THE FIRST NATIONAL BANK OF BLOOMING PRAIRI",19972,20016,"FAILURE","PA","FDIC"
29400,"SL","GERING, NE",,"7/21/1988","0","1797","PLATTE VALLEY  FS&LA",407559,400105,"FAILURE","MGR","FSLIC"
31898,"SL","PLEASANT HILL, CA",44594,"7/21/1988","1783","1798","FIRST SECURITY  SB",176541,133121,"ASSISTANCE","A/A","FSLIC"
25762,"N","LONGVIEW, TX",1372,"7/15/1988","1958","1794","OAK FOREST NATIONAL BANK",7381,7657,"ASSISTANCE","A/A","FDIC"
18351,"NM","SAN ANTONIO, TX",11212,"7/14/1988","1957","1789","TEXAS BANK",57193,61494,"ASSISTANCE","A/A","FDIC"
19965,"NM","WARNER, OK",601,"7/14/1988","2841","1790","THE SECURITY BANK",9370,9397,"FAILURE","PA","FDIC"
23082,"NM","PALESTINE, TX",3816,"7/14/1988","2840","1791","THE AMERICAN BANK",20789,20360,"FAILURE","PA","FDIC"
23380,"N","ALLEN, TX",7098,"7/14/1988","2842","1792","ALLEN NATIONAL BANK",26310,26240,"FAILURE","PA","FDIC"
25765,"N","SAN ANTONIO, TX",1563,"7/14/1988","1957","1793","TEXAS BANK NORTH, NA",5763,8113,"ASSISTANCE","A/A","FDIC"
31875,"SL","MCLEAN, VA",88926,"7/8/1988","1772","1788","MCLEAN S&LA",318921,326080,"ASSISTANCE","A/A","FSLIC"
18167,"NM","SAN ANTONIO, TX",12418,"6/30/1988","2839","1785","MERCANTILE BANK & TRUST",76189,81570,"FAILURE","PA","FDIC"
23056,"N","SHERMAN, TX",5979,"6/30/1988","2838","1786","FIRST NATIONAL BANK",24477,24193,"FAILURE","PA","FDIC"
25816,"N","NORMAN, OK",7720,"6/30/1988","2837","1787","REPUBLIC NATIONAL BANK",24283,26542,"FAILURE","PA","FDIC"
21347,"NM","HOMER, LA",1268,"6/29/1988","2836","1784","CLAIBORNE BANK & TRUST COMPANY",13076,12876,"FAILURE","PA","FDIC"
32022,"SL","LYNNWOOD, WA",3652,"6/24/1988","1734","1782","LYNNWOOD S&LA",24071,24885,"ASSISTANCE","A/A","FSLIC"
32121,"SL","PALO ALTO, CA",17139,"6/24/1988","1733","1783","STANFORD S&LA",73494,79825,"ASSISTANCE","A/A","FSLIC"
20071,"NM","HOUSTON, TX",40500,"6/23/1988","2834","1779","NORTHWEST BANK & TRUST",97591,92527,"FAILURE","PA","FDIC"
25793,"N","VICTORIA, TX",3227,"6/23/1988","2835","1780","TEXAS NATIONAL BANK",14402,14944,"FAILURE","PA","FDIC"
26356,"NM","GLENN HEIGHTS, TX",4023,"6/23/1988","2833","1781","TRI-CITIES BANK & TRUST",9247,9981,"FAILURE","PA","FDIC"
23942,"SM","WESTMINSTER, CO",81,"6/22/1988","2832","1777","THE BANK OF WESTMINSTER",6521,6638,"FAILURE","PA","FDIC"
30983,"SL","EL PASO, TX",43075,"6/22/1988","1796","1778","FIRST FINANCIAL A SAVINGS ASSOCIATION OF E",325691,248121,"ASSISTANCE","A/A","FSLIC"
19817,"SM","SEATTLE, WA",8367,"6/17/1988","2831","1776","THE LIBERTY BANK OF SEATTLE",19146,20573,"FAILURE","PA","FDIC"
24300,"N","AUSTIN, TX",13758,"6/16/1988","2830","1774","CENTURY NATIONAL BANK",54001,56096,"FAILURE","PA","FDIC"
24345,"N","KINGSLAND, TX",4312,"6/16/1988","2829","1775","KINGSLAND NATIONAL BANK",14066,14697,"FAILURE","PA","FDIC"
20928,"NM","IMBODEN, AR",2240,"6/14/1988","1956","1773","BANK OF IMBODEN",16230,16446,"ASSISTANCE","A/A","FDIC"
24054,"NM","DALLAS, TX",18532,"6/9/1988","2828","1772","PARKWAY BANK & TRUST",42348,42262,"FAILURE","PA","FDIC"
29402,"SB","DYERSBURG, TN",10980,"6/6/1988","1731","1771","FRONTIER FEDERAL SAVINGS BANK",43735,42475,"ASSISTANCE","A/A","FSLIC"
28976,"SL","HODGENVILLE, KY",4015,"6/3/1988","0","1770","LARUE FS&LA",11956,16176,"FAILURE","IDT","FSLIC"
15905,"NM","DALLAS, TX",40662,"6/2/1988","2825","1763","GUARANTY BANK",82097,75487,"FAILURE","PA","FDIC"
17153,"NM","WHITING, IA",923,"6/2/1988","2822","1764","COMMUNITY STATE BANK",5073,5000,"FAILURE","PA","FDIC"
18512,"NM","BOULDER, CO",305,"6/2/1988","2824","1765","SECURITY BANK OF BOULDER",14137,13760,"FAILURE","PA","FDIC"
22111,"NM","AURORA, CO",694,"6/2/1988","2823","1766","SECURITY BANK OF AURORA",10901,10124,"FAILURE","PA","FDIC"
24069,"N","FORTH WORTH, TX",17355,"6/2/1988","2826","1767","RIVER PLAZA NATIONAL BANK",41811,44406,"FAILURE","PA","FDIC"
24190,"N","HOUSTON, TX",5782,"6/2/1988","2827","1768","WILLIAMSTOWN BANK, N.A.",23038,22683,"FAILURE","PA","FDIC"
29289,"SL","MUSKEGON, MI",2004,"6/2/1988","1732","1769","MUSKEGON FS&LA",204578,195979,"ASSISTANCE","A/A","FSLIC"
22511,"SM","SANDY, UT",1920,"5/27/1988","2821","1762","SANDY STATE BANK",8946,8043,"FAILURE","PA","FDIC"
15909,"NM","ROCKWALL, TX",14784,"5/26/1988","5940","1758","THE FIRST STATE BANK",39864,39734,"FAILURE","IDT","FDIC"
23416,"NM","HARRIS COUNTY (BAYTO, TX",2992,"5/26/1988","2819","1759","LONE STAR BANK",12986,12997,"FAILURE","PA","FDIC"
25248,"N","KINGSWOOD, TX",4554,"5/26/1988","2820","1760","FIRST NATIONAL BANK OF KINGSWOOD",16080,16207,"FAILURE","PA","FDIC"
32008,"SL","HEMPSTEAD, TX",10598,"5/26/1988","1730","1761","BLUEBONNET SA OF TEXAS",24101,29299,"ASSISTANCE","A/A","FSLIC"
28802,"SL","HAMMONTON, NJ",82009,"5/25/1988","1728","1757","FIRST FS&LA OF HAMMONTON",237617,298266,"ASSISTANCE","A/A","FSLIC"
32034,"SL","SCOTTSDALE, AZ",,"5/24/1988","0","1756","UNIVERSAL S&LA",116778,114814,"FAILURE","MGR","FSLIC"
24559,"N","HOUSTON, TX",13594,"5/19/1988","2818","1755","NATIONAL BANK OF TEXAS",19430,26140,"FAILURE","PA","FDIC"
6086,"NM","YANKTON, SD",265,"5/18/1988","1955","1750","THE AMERICAN STATE BANK",62095,58954,"ASSISTANCE","A/A","FDIC"
27750,"SL","AUSTIN, TX",2017661,"5/18/1988","1795","1751","LAMAR SAVINGS ASSOCIATION",1939600,2091752,"ASSISTANCE","A/A","FSLIC"
30641,"SL","AUSTIN, TX",222395,"5/18/1988","1795","1752","BRIERCROFT SAVINGS ASSOCIATION",867484,658575,"ASSISTANCE","A/A","FSLIC"
30923,"SL","SAN ANGELO, TX",911921,"5/18/1988","1795","1753","CITY S&LA",681240,867606,"ASSISTANCE","A/A","FSLIC"
30946,"SL","DALLAS, TX",806320,"5/18/1988","1795","1754","STOCKTON SAVINGS ASSOCIATION",543024,784479,"ASSISTANCE","A/A","FSLIC"
23529,"N","HOUSTON, TX",15375,"5/13/1988","2817","1744","WESTSIDE NATIONAL BANK",32188,38706,"FAILURE","PA","FDIC"
29569,"SL","COLUMBUS, TX",95229,"5/13/1988","1794","1745","COLORADO COUNTY FS&LA",212927,224413,"ASSISTANCE","A/A","FSLIC"
31151,"SL","DICKINSON, TX",68101,"5/13/1988","1794","1746","SECURITY S&LA",105845,111700,"ASSISTANCE","A/A","FSLIC"
31737,"SL","SAN BENITO, TX",12055,"5/13/1988","1794","1747","CAMERON COUNTY S&LA",27574,26958,"ASSISTANCE","A/A","FSLIC"
32062,"SL","AUSTIN, TX",118132,"5/13/1988","1794","1748","ALLIANCE S&LA (HOUSTON)",103684,127649,"ASSISTANCE","A/A","FSLIC"
32463,"SL","NEWPORT, NC",27519,"5/13/1988","7573","1749","CARDINAL SAVINGS BANK",93936,92849,"FAILURE","IDT","FSLIC"
12295,"NM","CHILDRESS, TX",3479,"5/12/1988","2816","1743","THE FIRST STATE BANK",14876,14595,"FAILURE","PA","FDIC"
15745,"SM","FOREST CITY, IA",733,"5/6/1988","2814","1742","FOREST CITY BANK & TRUST CO.",26597,26492,"FAILURE","PA","FDIC"
22284,"NM","DALLAS, TX",8315,"5/5/1988","2813","1740","UNION BANK & TRUST OF DALLAS",36676,38464,"FAILURE","PA","FDIC"
24999,"N","ARLINGTON, TX",4238,"5/5/1988","2812","1741","LINCOLN NATIONAL BANK",12959,12065,"FAILURE","PA","FDIC"
21787,"SM","OAK PARK HEIGHTS, MN",5898,"4/29/1988","2811","1738","OAK PARK BANK",21125,19735,"FAILURE","PA","FDIC"
27844,"SL","ANDERSON, IN",41515,"4/29/1988","7572","1739","AMERICAN FS&LA",145821,194523,"FAILURE","IDT","FSLIC"
